	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	E14	E15	E16	E17	E19	E20	E21	E22	E23	E24	E25	E26	E27	E29	E30	E31	E32	E33	E34	E35	E36	E37	E38	E39	E40	E41	E42	E43	E45	E46	E47	M01	M03	M04	M06	M07	M08	M09	M10	M11	M12	M13	M14	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	
d309eb68d4752e4a2e43e070b27d4758	297.0	142.0	260.0	149.0	132.0	249.0	217.0	0.0	247.0	384.0	161.0	262.0	193.0	183.0	317.0	230.0	310.0	332.0	264.0	218.0	270.0	164.0	40.0	310.0	215.0	282.0	308.0	362.0	249.0	300.0	203.0	150.0	147.0	345.0	583.0	301.0	436.0	235.0	179.0	154.0	289.0	148.0	171.0	119.0	187.0	360.0	169.0	211.0	346.0	303.0	250.0	343.0	409.0	389.0	317.0	123.0	141.0	241.0	272.0	125.0	148.0	213.0	186.0	257.0	537.0	292.0	223.0	184.0	237.0	246.0
6d143110680e2698a5200522bdbd92c6	78.0	79.0	112.0	32.0	51.0	125.0	123.0	0.0	129.0	158.0	97.0	121.0	120.0	53.0	111.0	111.0	131.0	76.0	62.0	96.0	96.0	58.0	36.0	149.0	76.0	111.0	114.0	85.0	99.0	169.0	88.0	68.0	120.0	160.0	213.0	111.0	198.0	131.0	79.0	64.0	136.0	60.0	44.0	46.0	73.0	114.0	63.0	126.0	170.0	67.0	113.0	101.0	230.0	164.0	125.0	96.0	55.0	103.0	105.0	74.0	60.0	98.0	95.0	136.0	237.0	146.0	125.0	88.0	102.0	76.0
d2e7a41ab596c32b7c03e83bfadd7cf7	92.0	70.0	98.0	63.0	42.0	54.0	84.0	0.0	86.0	114.0	114.0	77.0	76.0	51.0	117.0	66.0	61.0	74.0	63.0	75.0	79.0	65.0	0.0	58.0	70.0	80.0	122.0	111.0	80.0	58.0	60.0	57.0	93.0	87.0	101.0	89.0	80.0	73.0	87.0	70.0	66.0	61.0	35.0	57.0	64.0	90.0	56.0	128.0	114.0	60.0	90.0	102.0	118.0	86.0	105.0	44.0	82.0	64.0	68.0	48.0	53.0	37.0	142.0	88.0	209.0	60.0	47.0	79.0	57.0	30.0
e476b1a9a9e94a09c0e1e27123c967a9	54.0	52.0	50.0	51.0	75.0	80.0	85.0	0.0	43.0	74.0	62.0	70.0	49.0	52.0	0.0	0.0	101.0	83.0	68.0	36.0	84.0	36.0	69.0	74.0	60.0	58.0	0.0	0.0	42.0	82.0	51.0	57.0	0.0	77.0	87.0	145.0	0.0	54.0	51.0	26.0	56.0	55.0	76.0	34.0	58.0	101.0	59.0	76.0	67.0	73.0	51.0	72.0	68.0	95.0	70.0	10.0	107.0	94.0	46.0	40.0	56.0	50.0	68.0	40.0	122.0	89.0	73.0	76.0	62.0	0.0
edb08e9a337897de26914fd89ab2dc57	66.0	75.0	69.0	45.0	52.0	61.0	42.0	0.0	36.0	61.0	66.0	42.0	104.0	31.0	69.0	88.0	54.0	49.0	36.0	53.0	35.0	38.0	24.0	64.0	41.0	27.0	93.0	66.0	55.0	47.0	49.0	42.0	70.0	76.0	46.0	22.0	62.0	38.0	49.0	85.0	60.0	56.0	41.0	26.0	34.0	63.0	33.0	45.0	76.0	31.0	59.0	43.0	62.0	50.0	48.0	48.0	79.0	34.0	38.0	34.0	29.0	47.0	105.0	51.0	93.0	59.0	49.0	49.0	63.0	52.0
de0db0dcab309d25c616e85278c6f705	58.0	29.0	37.0	33.0	0.0	26.0	39.0	0.0	132.0	57.0	13.0	33.0	51.0	26.0	44.0	20.0	35.0	27.0	44.0	41.0	14.0	14.0	0.0	61.0	17.0	39.0	86.0	61.0	80.0	95.0	78.0	32.0	96.0	51.0	36.0	40.0	30.0	36.0	26.0	22.0	31.0	12.0	0.0	40.0	28.0	36.0	97.0	40.0	79.0	45.0	59.0	43.0	104.0	33.0	72.0	159.0	29.0	18.0	77.0	62.0	43.0	35.0	69.0	53.0	161.0	65.0	55.0	93.0	74.0	34.0
30075042333f55482e645f7a875b7463	57.0	44.0	52.0	34.0	43.0	58.0	58.0	0.0	43.0	58.0	65.0	37.0	53.0	46.0	41.0	30.0	23.0	23.0	0.0	36.0	36.0	49.0	35.0	59.0	42.0	41.0	50.0	59.0	35.0	73.0	54.0	49.0	72.0	59.0	55.0	80.0	27.0	45.0	23.0	46.0	33.0	39.0	19.0	57.0	45.0	105.0	29.0	50.0	111.0	45.0	47.0	34.0	137.0	112.0	72.0	0.0	63.0	39.0	28.0	0.0	0.0	63.0	69.0	77.0	105.0	72.0	49.0	45.0	44.0	15.0
d756ade40fa872bffa9677502de48e29	112.0	69.0	89.0	45.0	59.0	59.0	79.0	0.0	91.0	73.0	86.0	59.0	60.0	50.0	63.0	0.0	0.0	25.0	0.0	0.0	59.0	73.0	0.0	70.0	65.0	61.0	70.0	68.0	73.0	91.0	57.0	54.0	63.0	43.0	63.0	46.0	37.0	25.0	0.0	33.0	31.0	45.0	0.0	0.0	25.0	55.0	0.0	62.0	97.0	64.0	47.0	72.0	62.0	71.0	66.0	41.0	0.0	45.0	49.0	0.0	0.0	52.0	55.0	0.0	110.0	72.0	0.0	71.0	65.0	0.0
7b73f135567175dc132baa8057397337	107.0	110.0	110.0	0.0	45.0	37.0	72.0	0.0	96.0	61.0	47.0	38.0	67.0	0.0	70.0	39.0	0.0	0.0	31.0	27.0	19.0	27.0	27.0	58.0	41.0	71.0	141.0	85.0	89.0	91.0	85.0	52.0	80.0	37.0	28.0	39.0	35.0	39.0	0.0	0.0	21.0	0.0	0.0	0.0	23.0	56.0	0.0	69.0	39.0	32.0	82.0	0.0	64.0	52.0	71.0	101.0	30.0	19.0	23.0	31.0	40.0	107.0	87.0	35.0	145.0	58.0	30.0	56.0	44.0	0.0
fd023a320052207083f7e0a1abf6dc36	37.0	17.0	38.0	31.0	57.0	33.0	34.0	0.0	23.0	30.0	43.0	30.0	80.0	14.0	21.0	42.0	86.0	69.0	0.0	26.0	41.0	36.0	23.0	149.0	29.0	23.0	31.0	31.0	37.0	44.0	24.0	54.0	25.0	32.0	59.0	84.0	52.0	44.0	59.0	43.0	31.0	53.0	57.0	0.0	26.0	162.0	25.0	27.0	48.0	58.0	16.0	39.0	60.0	82.0	38.0	20.0	61.0	50.0	56.0	33.0	29.0	33.0	68.0	35.0	75.0	121.0	86.0	51.0	25.0	0.0
